latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,latitude_dd,longitude_dd,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
26.660932,-81.898228,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32797,Seed Line on Structure,,,FL,Lee County,,No,26.660932,-81.898228,43925,Gulf of Mexico,32797,325,5,2,"Seed line on 393 Ancor way. North side of building. Marked with Black sharpie.Mark is 1.56 ft
above ground. Seed line on 355 Ancor way is on south side of building 1.12 ft. above ground. Marked with black sharpie Site Notes Seed line on 393 Ancor way. North side of building. Marked with Black sharpie. Seed line on house.",26.660932,-81.898228,10/15/2022 5:00:00 AM,6.9,2,6,N/A,27335,4,1.56,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.495629,-81.977315,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,Ferrell Killion,FLLEE32759,Seed line interior wall,,,FL,Lee County,,No,26.495629,-81.977315,43926,Gulf Of Mexico,32759,325,5,1,"line on wall, stillwater as no glass was busted out and trasferred well around bldng",26.495629,-81.977315,10/8/2022 5:00:00 AM,11.2,2,4,N/A,27191,4,6.29,3,,3rd Order differential levels were ran from a TBM with RTN derived elevation,Coastal,10/8/2022 5:00:00 AM,1,2,868,868,0.017,,HWM 2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.653205,-81.895727,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32798,Seed Line on Structure,,,FL,Lee County,,No,26.653205,-81.895727,43927,Gulf Of Mexico,32798,325,5,2,Corner of Beige house in Cul-De-Sac at 20 Skyline Drive. Marked with black sharpie 2.91 ft. above ground seedline across entire front of house.,26.653205,-81.895727,10/12/2022 5:00:00 AM,7.2,2,2,N/A,27162,4,2.91,3,,,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.025,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44742,-82.03677,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32799,Seed Line on Structure,,,FL,Lee County,,No,26.44742,-82.03677,43928,Gulf of Mexico,32799,325,5,1,Good mark on front porch of 829 Tulip Lane. Left of front door.  Flagging on handrail left of front door,26.44742,-82.03677,10/19/2022 5:00:00 AM,10.4,2,6,N/A,27337,4,4.19,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.084,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.650426,-81.903229,2022 Ian,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32800,Seed Line on Structure,,,FL,Lee County,,No,26.650426,-81.903229,43929,Gulf of Mexico,32800,325,5,3,Hancock creek elementary school. Main school fire hydrant line in front of car pool lane. Inside brick fence. Marked 0.98 ft. above the ground with black sharpie. Seed line inside brick gate that houses schools main water line.,26.650426,-81.903229,10/15/2022 5:00:00 AM,6.9,2,6,N/A,27219,4,0.98,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44676,-82.03653,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32801,Seeds and debris on structure,,,FL,Lee County,,No,26.44676,-82.03653,43930,Gulf of Mexico,32801,325,5,2,Mark is located in still area around front porch on the front door frame of 820 Angel Wing Drive.  There is flagging above front door,26.44676,-82.03653,10/19/2022 5:00:00 AM,10.7,2,6,N/A,27195,4,4.69,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.084,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.65301,-81.90868,2022 Ian,Vegetation line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,John Storm,Stake,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32803,Debris Float line,,,FL,Lee County,,No,26.65301,-81.90868,43931,Gulf of Mexico,32803,325,4,4,"Wash Line on Turtle Cove Trail. Wooden stake with pink flagging, Wash line near conservation area please keep out sign.",26.65301,-81.90868,10/15/2022 5:00:00 AM,6.3,2,6,N/A,27338,7,0,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44412,-82.03632,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32802,Seeds and mud on structure,,,FL,Lee County,,No,26.44412,-82.03632,43932,Gulf of Mexico,32802,325,5,2,"925 Whelk Drive, Seed line on right side of left garage.  Sharpie mark on right side of left garage door.",26.44412,-82.03632,10/19/2022 5:00:00 AM,11.2,2,6,N/A,27336,4,5.65,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.084,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.505513,-82.090442,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32804,Seed line inside garage,,,FL,Lee County,,No,26.505513,-82.090442,43933,Gulf of Mexico,32804,325,5,1,"3115 Trawler Ln, St James City, FL. Private Property. Got owner permission to mark garage door frame with sharpie line. Black sharpie marker line, labeled USGS HWM 1.",26.505513,-82.090442,10/12/2022 5:00:00 AM,7.7,2,6,N/A,27200,4,1.62,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,1,2,868,1990,0.08,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44113,-82.03635,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32805,Mud line on Window,,,FL,Lee County,,No,26.44113,-82.03635,43934,Gulf of Mexico,32805,325,5,2,"845 East Gulf Dr Sanibel Moorings Building 2, on NW corner.  Mark is on window form",26.44113,-82.03635,10/19/2022 5:00:00 AM,12.4,2,6,N/A,27201,4,5.1,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,1,2,868,1990,0.084,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.525614,-81.952762,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,Other (Note in Description box),John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,Ferrell Killion,FLLEE32766,Mud and debris,,,FL,Lee County,,No,26.525614,-81.952762,43935,Gulf of Mexico,32766,325,5,2,"Seed line in entrance way to the right of the front door.  14860 Laguna Dr, Fort Myers",26.525614,-81.952762,10/8/2022 5:00:00 AM,7.2,2,4,N/A,27190,4,0.38,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/8/2022 5:00:00 AM,0,2,868,868,0.017,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.645715,-81.903771,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32806,Seed and Mud line outside of structure,,,FL,Lee County,,No,26.64575,-81.90371,43936,Gulf of Mexico,32806,325,5,2,"House on Apopka Dr. under construction. Seed line on right side of garage. Looking at the house from the street, seed line is lower right hand corner.  House under construction. Looking at the house form the road. HWM is on the lower right hand corner
of garage.",26.645715,-81.903771,10/15/2022 5:00:00 AM,6.9,2,6,N/A,27339,4,1.08,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.491378,-82.08507,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32807,Seed Line on Structure,,,FL,Lee County,,No,26.491378,-82.08507,43937,Gulf of Mexico,32807,325,5,1,"3695 San Carlos Dr, Saint James City, FL. Private residence. 2.33 ft off ground.  Well defined seed line to the right of main entrance and bottom left of window, mark faces NE.  Black sharpie line labeled USGS HWM 1.",26.491378,-82.08507,10/16/2022 5:00:00 AM,7.3,2,6,N/A,27165,4,2.33,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.138,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44465,-82.03209,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32808,Seeds and debris on structure,,,FL,Lee County,,No,26.44465,-82.03209,43938,Gulf of Mexico,32808,325,5,2,"950 Spoonbill Ct, seed line on inside corner of house near front left corner of left
garage, sharpie marker on left corner of left garage",26.44465,-82.03209,10/19/2022 5:00:00 AM,11.8,2,6,N/A,27388,4,7.41,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.084,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44655,-82.02686,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32827,Seeds on Stucture,,,FL,Lee County,,No,26.44655,-82.02686,43956,Gulf of Mexico,32827,325,5,2,"538 Kinzie Island Ct, seed line transferred to exterior of house, transferred from lower interior window.  Sharpie line above lower window right of stairs.",26.44655,-82.02686,10/15/2022 5:00:00 AM,12.2,2,6,N/A,27166,4,7.68,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.024,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44807,-82.02472,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32828,Seed Line on Structure,,,FL,Lee County,,No,26.44807,-82.02472,43958,Gulf of Mexico,32828,325,5,2,"Colony Inn Room C44, 429 East Gulf Drive. Evident around entire building,  Flagged by light left of C44",26.44807,-82.02472,10/15/2022 5:00:00 AM,12.3,2,6,N/A,27196,4,9.17,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.024,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.647015,-81.912819,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32829,Seed Line on Structure,,,FL,Lee County,,No,26.647015,-81.912819,43959,Gulf of Mexico,32829,325,5,2,"Seed line on 1719 west coral terrace marked with black sharpie.  Seed line across entire house, Seed line on back corner of house.",26.647015,-81.912819,10/15/2022 5:00:00 AM,6.8,2,6,N/A,27224,4,0.92,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44919,-82.02364,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32830,Seeds and debris under stucture,,,FL,Lee County,,No,26.44919,-82.02364,43960,Gulf of Mexico,32830,325,5,2,"355 East Gulf Dr, line above left garage door beneath house.   There is flagging on mailbox, house and garage",26.44919,-82.02364,10/15/2022 5:00:00 AM,11.6,2,6,N/A,27168,4,7.68,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.024,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.493499,-82.077404,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32831,Seed Line on Structure,,,FL,Lee County,,No,26.493499,-82.077404,43961,Gulf of Mexico,32831,325,5,2,"2247 Cactus Point Ln, Saint James City, FL. Private residence. Facing east. 3.00ft off ground.  Seed line on the right side of main entrance door frame. Line faces east. Between front door and right window beside door on frame.  Remark Black sharpie line, labeled USGS HWM 1",26.493499,-82.077404,10/12/2022 5:00:00 AM,7.5,2,6,N/A,27194,4,3,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.08,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.643183,-81.913392,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32832,Seed Line on Structure,,,FL,Lee County,,No,26.640396,-81.912798,43962,Gulf of Mexico,32832,325,5,2,"Seed line on SW corner of garage at 4430 N. Bay Circle. Marked with black sharpie 0.73 ft.
above ground. Home owner is nice. Seed line on SW corner of garage at 4430 N. Bay Circle.  Good seed line inside garage transferred to outside corner.",26.643183,-81.913392,10/15/2022 5:00:00 AM,6.5,2,6,N/A,27341,4,0.73,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.640998,-81.908775,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32833,Seed line on Structure,,,FL,Lee County,,No,26.640998,-81.908775,43963,Gulf of Mexico,32833,325,5,2,Seed line on south side of 4327 Harbour Lane. Marked with black sharpie. 1.91 ft. above ground. There was a confirmation mark seed line across side of garage.,26.640998,-81.908775,10/15/2022 5:00:00 AM,6.7,2,6,N/A,27171,4,1.91,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.4966,-82.071572,2022 Ian,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32834,Seed Line,,,FL,Lee County,,No,26.4966,-82.071572,43964,Gulf of Mexico,32834,325,5,3,"2469 Cherimoya Ln, Saint James City, FL. Private residence. 2.47ft off ground, facing east.  Sparse seed line on front of house, facing east, to the left of the blue front door main entrance below porch light.  Black sharpie marker line, labeled USGS HWM 1.",26.4966,-82.071572,10/12/2022 5:00:00 AM,7.8,2,6,N/A,27170,4,2.47,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.08,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.627865,-81.917829,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32835,Seed Line on Structure,,,FL,Lee County,,No,26.627865,-81.917829,43965,Gulf of Mexico,32835,325,5,2,"Seed line that was transferred from behind palm trees. At paradise marina bathroom, backside of
building. Marina is on Orange Grove Blvd. Mark is marked with black sharpie and is 3.49 ft. above ground.",26.627865,-81.917829,10/15/2022 5:00:00 AM,6.9,2,6,N/A,27173,4,3.49,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.629271,-81.917302,2022 Ian,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32836,Seed Line in and on telephone co. utility box,,,FL,Lee County,,No,26.629271,-81.917302,43966,Gulf of Mexico,32836,325,5,3,"Paradise marina sign on Orange Grove Blvd. Seed line inside green telephone box behind sign.
Mark was transferred to outside of box. Mark is 2.81 ft above ground, marked with black sharpie. Mark inside box is good. Difficult transfer downgraded to fair. Survey inside mark if possible.",26.629271,-81.917302,10/15/2022 5:00:00 AM,6.6,2,6,N/A,27340,4,2.81,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.635365,-81.911993,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32837,Seed line on structure,,,FL,Lee County,,No,26.635365,-81.911993,43967,Gulf of Mexico,32837,325,5,2,"Seed line in front, south side, of 1797 white cap circle. Marked with black sharpie 0.53 ft. above the ground.",26.635365,-81.911993,10/15/2022 5:00:00 AM,6.6,2,6,N/A,27221,4,0.53,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.701315,-82.159844,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32838,behind house number 8147 Moyer Lane,,,FL,Lee County,,No,26.701315,-82.159844,43968,Gulf of Mexico,32838,325,5,1,Exc seedline in boat/jet power control behind house number 8147 Moyer Lane,26.701315,-82.159844,10/12/2022 5:00:00 AM,2.6,2,4,N/A,27376,4,0.85,3,,"Diff level not able to shoot will need total station.
STATIC (4 hr observation) base with RTN Rover and radio",Coastal,10/8/2022 5:00:00 AM,0,2,1990,1990,0.19,,Team2_005E,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.671847,-82.156667,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32839,golf course maintanence building,,,FL,Lee County,,No,26.671847,-82.156667,43969,Gulf of Mexico,32839,325,5,1,Exc seedline on wall of office in golf maintanence building,26.671847,-82.156667,10/13/2022 5:00:00 AM,4.4,2,4,N/A,27378,4,0.92,3,,"Diff level will work site will require offset
RTK rover with Base station tied to BM elev",Coastal,10/8/2022 5:00:00 AM,1,2,1990,1990,0.05,,Team2_006E,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.635486,-81.921457,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32840,Seed Line on Structure,,,FL,Lee County,,No,26.635486,-81.921457,43970,Gulf of Mexico,32840,325,5,2,"Two seed lines on pool house just South of 5917 Littlestone Ct. Mark on south side of building is
marked with black sharpie and is 0.65 feet above ground. Mark on east side of building is in fenced in pool area on door frame, marked with black sharpie and is 0.49 ft. above ground.",26.635486,-81.921457,10/15/2022 5:00:00 AM,6.2,2,6,N/A,27222,4,0.65,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.176,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.670535,-82.155847,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),John Storm,Nail,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32841,behind house number 14399 Tamarac Dr,,,FL,Lee County,,No,26.670535,-82.155847,43971,Gulf of Mexico,32841,325,5,1,Exc s3edline on wooden retaining wall closest to water body behind house number 14399 Tamarac Dr,26.670535,-82.155847,10/13/2022 5:00:00 AM,4.6,2,4,N/A,27197,5,3.33,3,,"Behind house go through green chainlink fence with gate on north side of house walk to back of house and walk south to end of back yard mark on wooden retaining wall

RTK rover with Base station tied to BM elev",Coastal,10/8/2022 5:00:00 AM,0,2,1990,1990,0.05,,Team2_007E,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.668221,-82.151763,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),Missing Approval,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32842,at house number 14310 Sandarac Dr,,,FL,Lee County,,No,26.668221,-82.151763,43972,Gulf of Mexico,32842,325,5,1,Exc seedline line on house side/east side of metal green electrical box number T20765 at house number 14310 Sandarac Dr,26.668221,-82.151763,10/13/2022 5:00:00 AM,4.9,2,4,N/A,27205,4,0.46,3,,RTK rover with Base station tied to BM elev,Coastal,10/8/2022 5:00:00 AM,0,2,1990,1990,0.05,,Team2_008E_1008HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.500623,-81.967515,2022 Ian,Seed line,Fair: +/- 0.20 ft,NAVD88,Other (Note in Description box),John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,Ferrell Killion,FLLEE32773,Seed line located inside Restaurant,,,FL,Lee County,,No,26.500623,-81.967515,43973,Gulf of Mexico,32773,325,5,3,"On outside of building around side and back, a continuous line, it was outside dring the event and in a more open area of parking lot around building",26.500623,-81.967515,10/8/2022 5:00:00 AM,10.8,2,4,N/A,27199,4,4.48,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/8/2022 5:00:00 AM,0,2,868,868,0.017,,HWM 2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.664466,-82.15321,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32843,under front porch of of house northwest corner of Clubhouse Dr and Caloosa Dr,,,FL,Lee County,,No,26.664466,-82.15321,43974,Gulf of Mexico,32843,325,5,1,Exc seedline under front porch of of house northwest corner of Clubhouse Dr and Caloosa Dr,26.664466,-82.15321,10/13/2022 5:00:00 AM,5.3,2,4,N/A,27209,4,1.74,3,,RTK rover with Base station tied to BM elev,Coastal,10/8/2022 5:00:00 AM,0,2,1990,1990,0.05,,Team2_009E,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.661816,-82.154604,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32844,cottage porch located behind the Tarpon Lodge,,,FL,Lee County,,No,26.661816,-82.154604,43975,Gulf of Mexico,32844,325,5,1,Exc seedline on cottage porch located behind the Tarpon Lodge,26.661816,-82.154604,10/13/2022 5:00:00 AM,5.5,2,4,N/A,27208,4,0.96,3,,RTK rover with Base station tied to BM elev,Coastal,10/8/2022 5:00:00 AM,0,2,1990,1990,0.05,,Team2_010E,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.44465,-82.03209,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,Ferrell Killion,John Storm,FLLEE32808,Seeds and debris on structure,,,FL,Lee County,,No,26.44465,-82.03209,43976,Gulf of Mexico,32808,325,5,2,"Same home, seed line on screen on lower screen room, sharpie mark on corner of lower screen room next pool.",26.44465,-82.03209,10/19/2022 5:00:00 AM,11.8,2,6,N/A,27203,4,7.67,3,,3rd Order Differential Levels were ran from TBM with RTN derived elevation,Coastal,10/9/2022 5:00:00 AM,0,2,868,1990,0.084,,HWM 2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.705481,-82.163241,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Other (Note in Description box),Missing Approval,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32845,block foundation of Mobil home.,,,FL,Lee County,,No,26.705481,-82.163241,43977,Gulf of Mexico,32845,325,5,1,Excellent seed line on block foundation of Mobil home. Second row of blocks from southern face of home. West most blocks.,26.705481,-82.163241,10/12/2022 5:00:00 AM,2.4,2,4,N/A,27206,4,0.41,3,,"Difficult to survey with differentials level. Will need offset.
STATIC (4 hr observation) base with RTN Rover and radio",Coastal,10/8/2022 5:00:00 AM,0,2,1990,1990,0.19,,TEAM2_001E,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.535939,-81.362505,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLORA32846,South west post of green steel bridge crossing over lake Greenwood,,,FL,Orange County,,No,28.535939,-81.362505,43978,Lake Greenwood,32846,325,5,2,South west post of green steel bridge crossing over lake Greenwood. Parking found 1224 East Anderson St. then sidewalk to walking bridge.,28.535939,-81.362505,10/16/2022 5:00:00 AM,69.5,2,6,N/A,27416,4,3.96,3,,,Riverine,10/8/2022 5:00:00 AM,0,2,1990,1990,0.161,,TEAM10_021_G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
